4.850029638156101372e-03 4.941218950528299125e-03 5.234615592272113919e-03 5.563035032992546224e-03 5.908251789153697031e-03 6.221324887112334411e-03 6.510376485141404490e-03 6.757075530047737012e-03 6.953224813452883214e-03 7.090251202331364876e-03 7.139357993649251242e-03 7.083056878949744485e-03 6.935077455887315306e-03 6.717948512930983773e-03 6.475534238068907274e-03 6.220796285114432722e-03 5.962158147633125731e-03 5.741128340351381483e-03 5.541526858263462647e-03 5.296614349041883774e-03 5.008470186689499039e-03 4.675937813365663685e-03 4.212700295577892669e-03 3.599702612261069298e-03 2.902498999371324294e-03
4.338990804921627649e-03 4.401479444619201507e-03 4.676538260978672749e-03 4.995274880622700697e-03 5.345624916603807820e-03 5.682925387656862469e-03 6.019064578424179399e-03 6.336501750127865665e-03 6.631242609260791857e-03 6.893816515060922391e-03 7.083056878949744485e-03 7.166256847509345010e-03 7.143180952326394668e-03 7.029005416915785377e-03 6.867214050500902896e-03 6.673548983997109121e-03 6.459705313075262377e-03 6.269919270758796993e-03 6.086533687206439197e-03 5.845661630894843572e-03 5.559030476034308721e-03 5.230273939292016255e-03 4.783282418232124092e-03 4.204748197779508388e-03 3.580355251896076389e-03
3.948377461430768037e-03 3.964070003826825235e-03 4.206175060429773530e-03 4.503508558707357105e-03 4.846930326438237714e-03 5.192251053479445856e-03 5.552860049607835809e-03 5.913873070555732310e-03 6.275876988208868579e-03 6.632152453091546586e-03 6.935077455887315306e-03 7.143180952326394668e-03 7.246814428679584745e-03 7.248561989863362871e-03 7.185435339923993900e-03 7.072424099277475028e-03 6.921700210111149214e-03 6.778454064389730256e-03 6.623420572144236157e-03 6.396000431657839456e-03 6.117422813605604727e-03 5.794938126974188454e-03 5.363014851806499617e-03 4.815534987302551133e-03 4.260190133527510734e-03
3.645407168123395662e-03 3.609597998026208530e-03 3.816585503566158766e-03 4.087630109723758808e-03 4.416007895352679589e-03 4.756627438925356381e-03 5.123359500552607249e-03 5.505975160143077377e-03 5.908195943331911483e-03 6.328770632251181152e-03 6.717948512930983773e-03 7.029005416915785377e-03 7.248561989863362871e-03 7.372144818817453690e-03 7.426092650539157722e-03 7.417967745487539892e-03 7.355135851962603388e-03 7.279891511642888786e-03 7.170297383977324718e-03 6.968749485087941814e-03 6.704994623021427562e-03 6.390443505705590242e-03 5.969734194304756290e-03 5.440004451280316955e-03 4.924843127724037005e-03
3.417511372949358708e-03 3.347070379665633734e-03 3.526900464523470818e-03 3.772768747230105611e-03 4.080190221568611580e-03 4.404182657686338091e-03 4.760037059143448768e-03 5.144723700721685888e-03 5.564775667387379839e-03 6.024749604781937454e-03 6.475534238068907274e-03 6.867214050500902896e-03 7.185435339923993900e-03 7.426092650539157722e-03 7.608987221789132414e-03 7.729023971442781048e-03 7.781977872859411303e-03 7.803075193230219614e-03 7.765451416174818169e-03 7.612683111532269828e-03 7.380534319284373472e-03 7.083907810154636484e-03 6.675073082882937610e-03 6.151868157078762764e-03 5.645261040007763104e-03
3.237818342594941511e-03 3.155505695950870573e-03 3.319722697997508527e-03 3.546004953043620320e-03 3.831092113651655279e-03 4.129770041453828706e-03 4.460104539820003260e-03 4.829350222410535784e-03 5.248638958210463147e-03 5.728281465648920462e-03 6.220796285114432722e-03 6.673548983997109121e-03 7.072424099277475028e-03 7.417967745487539892e-03 7.729023971442781048e-03 7.992428239412553356e-03 8.187861414459278800e-03 8.337052285410201727e-03 8.404705544571027323e-03 8.332394652937944943e-03 8.158253937977132456e-03 7.898347726294965149e-03 7.509253933200790536e-03 6.986637088729431323e-03 6.467890216321542721e-03
3.077644286214971468e-03 3.006701119862509753e-03 3.171901415332850985e-03 3.388142766640087587e-03 3.653043527298548056e-03 3.920279325386986924e-03 4.213760028948767417e-03 4.554262309608840195e-03 4.958763043698657252e-03 5.443347984852283349e-03 5.962158147633125731e-03 6.459705313075262377e-03 6.921700210111149214e-03 7.355135851962603388e-03 7.781977872859411303e-03 8.187861414459278800e-03 8.542972312074416028e-03 8.851196263327682986e-03 9.062007684008992203e-03 9.110257012781567548e-03 9.031311104055139705e-03 8.839216855957465063e-03 8.492946121166996057e-03 7.985571389885592897e-03 7.466319616317113571e-03
2.948804884855427827e-03 2.903630532966538016e-03 3.082588034531682022e-03 3.299134623583440534e-03 3.549317390826168921e-03 3.784169543195851134e-03 4.036486998205595159e-03 4.342749878987043656e-03 4.726248347963962933e-03 5.207410191604367779e-03 5.741128340351381483e-03 6.269919270758796993e-03 6.778454064389730256e-03 7.279891511642888786e-03 7.803075193230219614e-03 8.337052285410201727e-03 8.851196263327682986e-03 9.337946770186962564e-03 9.726176444898445780e-03 9.937092196356028459e-03 9.996086389151774554e-03 9.910708254631122455e-03 9.637536654352072893e-03 9.174105776870347673e-03 8.685753151429985788e-03
2.800425704782470281e-03 2.806465113654063766e-03 3.015416605461749677e-03 3.239879409126177143e-03 3.481542092251137081e-03 3.688102502530024498e-03 3.901271790519971524e-03 4.174277536794785380e-03 4.535123815583770937e-03 5.005507345256219633e-03 5.541526858263462647e-03 6.086533687206439197e-03 6.623420572144236157e-03 7.170297383977324718e-03 7.765451416174818169e-03 8.404705544571027323e-03 9.062007684008992203e-03 9.726176444898445780e-03 1.031566577456402740e-02 1.073390220639440507e-02 1.098447801986937936e-02 1.106121279819864689e-02 1.091127687768592147e-02 1.054061774482505445e-02 1.012486709689433897e-02
2.583334307854201397e-03 2.663122739058717842e-03 2.910029323124009928e-03 3.140387605851435119e-03 3.373697700993141726e-03 3.554928214916094637e-03 3.732385671606529461e-03 3.975707772180346773e-03 4.314384319680729905e-03 4.768672215881857371e-03 5.296614349041883774e-03 5.845661630894843572e-03 6.396000431657839456e-03 6.968749485087941814e-03 7.612683111532269828e-03 8.332394652937944943e-03 9.110257012781567548e-03 9.937092196356028459e-03 1.073390220639440507e-02 1.139864569182326599e-02 1.190622654655219825e-02 1.222583386749138100e-02 1.228342945967537438e-02 1.209010346415614889e-02 1.181969314130783093e-02
2.331848025829617171e-03 2.477441362691356914e-03 2.753641725424971209e-03 2.982014831993170384e-03 3.206142626557718402e-03 3.366224212836945676e-03 3.513519810600048126e-03 3.731672551318386023e-03 4.051424931330638995e-03 4.490430025483207674e-03 5.008470186689499039e-03 5.559030476034308721e-03 6.117422813605604727e-03 6.704994623021427562e-03 7.380534319284373472e-03 8.158253937977132456e-03 9.031311104055139705e-03 9.996086389151774554e-03 1.098447801986937936e-02 1.190622654655219825e-02 1.272609374110259851e-02 1.338252613065947158e-02 1.376178008538642486e-02 1.387169496138557397e-02 1.387888526354580550e-02
2.074581384964786866e-03 2.262827196642918336e-03 2.542725798545698770e-03 2.750286307005778662e-03 2.957728248977264333e-03 3.098273235860889326e-03 3.222460818715340656e-03 3.424213592501291689e-03 3.733691864531381733e-03 4.163554817697420057e-03 4.675937813365663685e-03 5.230273939292016255e-03 5.794938126974188454e-03 6.390443505705590242e-03 7.083907810154636484e-03 7.898347726294965149e-03 8.839216855957465063e-03 9.910708254631122455e-03 1.106121279819864689e-02 1.222583386749138100e-02 1.338252613065947158e-02 1.446855810069298462e-02 1.532204585728085509e-02 1.592527125955239820e-02 1.643256919472136160e-02
1.798652431010423726e-03 1.967609777721298758e-03 2.215998834552034523e-03 2.383723449755441575e-03 2.562929059722118125e-03 2.676590108669601054e-03 2.775733205148861720e-03 2.963505915681733088e-03 3.267855402944017194e-03 3.694864753355511181e-03 4.212700295577892669e-03 4.783282418232124092e-03 5.363014851806499617e-03 5.969734194304756290e-03 6.675073082882937610e-03 7.509253933200790536e-03 8.492946121166996057e-03 9.637536654352072893e-03 1.091127687768592147e-02 1.228342945967537438e-02 1.376178008538642486e-02 1.532204585728085509e-02 1.680413965024479817e-02 1.815173261632223659e-02 1.948550876305204030e-02
1.444040911020605909e-03 1.513955569197344628e-03 1.689768786424206267e-03 1.810503685048787861e-03 1.960410981728936963e-03 2.049469745990363176e-03 2.129710425355577086e-03 2.312037106458372359e-03 2.624330982418992316e-03 3.061427325946650124e-03 3.599702612261069298e-03 4.204748197779508388e-03 4.815534987302551133e-03 5.440004451280316955e-03 6.151868157078762764e-03 6.986637088729431323e-03 7.985571389885592897e-03 9.174105776870347673e-03 1.054061774482505445e-02 1.209010346415614889e-02 1.387169496138557397e-02 1.592527125955239820e-02 1.815173261632223659e-02 2.056988303811187538e-02 2.330857952886837212e-02
9.330793159019011703e-04 7.999728832650508659e-04 8.498776638250504518e-04 9.285961843446443242e-04 1.069691250862173483e-03 1.154865172933348559e-03 1.245241899734762184e-03 1.462286676386778325e-03 1.824866039825965951e-03 2.309440490057048170e-03 2.902498999371324294e-03 3.580355251896076389e-03 4.260190133527510734e-03 4.924843127724037005e-03 5.645261040007763104e-03 6.467890216321542721e-03 7.466319616317113571e-03 8.685753151429985788e-03 1.012486709689433897e-02 1.181969314130783093e-02 1.387888526354580550e-02 1.643256919472136160e-02 1.948550876305204030e-02 2.330857952886837212e-02 2.866720149488092076e-02
