5.411525686601013387e-03 2.881987214623218854e-03 1.886620774324739404e-03 1.334447522641180658e-03 9.815389142173809502e-04 7.528758574362490272e-04 5.758202272498242095e-04 4.593275676070159019e-04 3.591090651147395892e-04 2.931278822783845339e-04 2.129407318137242343e-04 1.720362891784850358e-04 1.299178920311019349e-04 1.029158522030522666e-04 8.913734069549919406e-05 7.271770063127127703e-05 4.063891772743169993e-05 2.116101508619007865e-05 6.580681817458891907e-06 -1.492875575765985691e-05 -3.917517559906785567e-05 -4.396807592736317520e-05 -4.220392161060819794e-05 9.059716047776559096e-06 2.306170262962699147e-05
2.881987214623218854e-03 2.524616497975579535e-03 1.741625280826353175e-03 1.289277729851482550e-03 9.650870842812765086e-04 7.401318048880001004e-04 5.728150815386619547e-04 4.538413862426130549e-04 3.579316110068854126e-04 2.881713562564446355e-04 2.197217288030043074e-04 1.701814703426655472e-04 1.275054154892007227e-04 1.031409116925742503e-04 8.489636437525129357e-05 6.664925703944599373e-05 4.232481333536405459e-05 2.422069206806580055e-05 9.093582164980240471e-06 5.322859253201836724e-06 -5.238033459417626214e-06 -1.225867830772807757e-05 -5.333331232333464208e-06 1.361956091819474464e-05 1.743787896284614702e-05
1.886620774324739404e-03 1.741625280826353175e-03 1.827280528161185497e-03 1.339316085561216216e-03 1.041575413225128690e-03 8.130543306600529528e-04 6.389185784050933903e-04 5.059638316421873061e-04 4.020344582748110640e-04 3.238472674314837418e-04 2.467224102284298936e-04 1.932852153676100477e-04 1.470844178740958030e-04 1.207108642684533010e-04 9.451523416355901177e-05 7.777139698880554202e-05 5.518496176327695486e-05 3.877070317436070171e-05 2.628378605557486406e-05 2.690732887799117710e-05 1.930947307528676661e-05 1.486268441641367927e-05 1.740526302490384911e-05 2.680878235317590388e-05 1.100230059212458682e-05
1.334447522641180658e-03 1.289277729851482550e-03 1.339316085561216216e-03 1.506895176369680862e-03 1.127804777158949220e-03 9.177979617449513999e-04 7.371718776796726529e-04 5.918610668541326395e-04 4.736340755494017622e-04 3.790509187720148194e-04 2.946527148422812452e-04 2.313601729263741282e-04 1.828147401516521005e-04 1.503958238864530378e-04 1.136441556080741537e-04 9.495385916649943029e-05 6.766832875514301217e-05 5.417618160568358002e-05 4.016039330773516408e-05 3.567734784135220220e-05 2.591371503388828384e-05 1.860911103445818919e-05 1.139803388089290999e-05 1.042644171305407950e-05 -9.039286671076147032e-06
9.815389142173809502e-04 9.650870842812765086e-04 1.041575413225128690e-03 1.127804777158949220e-03 1.322661744707063309e-03 1.000321759675843478e-03 8.372650827226716091e-04 6.821105616956949337e-04 5.588081268178250608e-04 4.509301564781075921e-04 3.559459905029243448e-04 2.876862969372129329e-04 2.282876243168659234e-04 1.880025190660303584e-04 1.449554827576088963e-04 1.227897640161036577e-04 9.181402566115917728e-05 7.415587186509511842e-05 5.379226997704177629e-05 4.457789606736624598e-05 2.810473392619096026e-05 1.720607366639352248e-05 1.294040860781173476e-05 9.767672986348416560e-06 -8.136356479366502612e-06
7.528758574362490272e-04 7.401318048880001004e-04 8.130543306600529528e-04 9.177979617449513999e-04 1.000321759675843478e-03 1.208974275163351769e-03 9.205099677334561059e-04 7.756766956347080312e-04 6.450949645505994669e-04 5.278951671454428993e-04 4.243144022922708020e-04 3.476638003885007652e-04 2.813716725414449390e-04 2.345928676978171546e-04 1.849346657486837899e-04 1.516898309295546454e-04 1.208046109328746062e-04 9.811391832356744491e-05 6.979924933406495089e-05 5.709402081498876310e-05 3.173342893738968551e-05 2.442429694865753265e-05 1.503187109740346265e-05 5.562465861420337810e-06 -8.076200927766524521e-06
5.758202272498242095e-04 5.728150815386619547e-04 6.389185784050933903e-04 7.371718776796726529e-04 8.372650827226716091e-04 9.205099677334561059e-04 1.138310792561115278e-03 8.541825414276504229e-04 7.367306325520655251e-04 6.183511222084003573e-04 5.040059429846075779e-04 4.214225079029572320e-04 3.465867386921810643e-04 2.892353915619726157e-04 2.335405388451789973e-04 1.905542068937833339e-04 1.540467243114235782e-04 1.222712579241722226e-04 9.207610275723772722e-05 6.906525610586553596e-05 4.440648504970301388e-05 3.272459215864839671e-05 2.002558334602566478e-05 9.964995906725957701e-06 1.037389884623354324e-05
4.593275676070159019e-04 4.538413862426130549e-04 5.059638316421873061e-04 5.918610668541326395e-04 6.821105616956949337e-04 7.756766956347080312e-04 8.541825414276504229e-04 1.071871131258889890e-03 8.162232203425013330e-04 7.074002766838484229e-04 5.942253498006611848e-04 5.017698843728895901e-04 4.185041516776068790e-04 3.532933355598856170e-04 2.901229100293293704e-04 2.354974718479028572e-04 1.883873908427218316e-04 1.550952446572005097e-04 1.197275937129853107e-04 9.075482357492572387e-05 6.059995609014530064e-05 4.947984739170710884e-05 3.055516387024052573e-05 2.267619838759282313e-05 1.256527634186093640e-05
3.591090651147395892e-04 3.579316110068854126e-04 4.020344582748110640e-04 4.736340755494017622e-04 5.588081268178250608e-04 6.450949645505994669e-04 7.367306325520655251e-04 8.162232203425013330e-04 1.042689664213263456e-03 7.904418612026445877e-04 6.903440202458627824e-04 5.932944676043668637e-04 5.051901301322375389e-04 4.287593219555866134e-04 3.571559205785529000e-04 2.948163143616902614e-04 2.357991169840492889e-04 1.937496648181906292e-04 1.543468405242664826e-04 1.191783439218470049e-04 8.427829117704831521e-05 6.887295504363362799e-05 4.314801853144354505e-05 3.558368947799513176e-05 3.564898483739968891e-05
2.931278822783845339e-04 2.881713562564446355e-04 3.238472674314837418e-04 3.790509187720148194e-04 4.509301564781075921e-04 5.278951671454428993e-04 6.183511222084003573e-04 7.074002766838484229e-04 7.904418612026445877e-04 1.014434823108103850e-03 7.685059809005072512e-04 6.770528545688167879e-04 5.829489709963258954e-04 5.048318781214666730e-04 4.212486419499613852e-04 3.481565332180900350e-04 2.821144507153983561e-04 2.333690327193433832e-04 1.842150433153567782e-04 1.435414201679917215e-04 1.084864004284659162e-04 8.932329691378745949e-05 6.713530120412533511e-05 5.299964227063391959e-05 4.410584234361808036e-05
